队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
170,6,68,30,21,43.80%,3,6.9,30.60%,0.5,1.6,67.90%,0.8,1.2,2.6,0.8,1.9,2.8,0.7,0.2,1.3,1.4,7.4
170,7,70,15,17.1,51.50%,2.7,5.3,,0,0,82.00%,1.8,2.1,3.8,1.4,2.4,0.4,0.2,0.2,0.8,1.9,7.2
170,8,81,63,24.6,47.00%,2.5,5.3,0.00%,0,0,62.20%,1.1,1.8,6.5,1.7,4.8,1,0.4,0.7,1,3,6.1
170,9,30,0,20.7,45.90%,2.3,4.9,23.10%,0.2,0.9,78.90%,1,1.3,2.5,0.5,2,4.7,0.6,0.1,1.9,1.6,5.7
170,10,36,7,17.8,34.40%,1.8,5.1,21.40%,0.2,0.8,72.70%,1.8,2.4,1.9,0.4,1.6,2.7,0.4,0,1.4,1.3,5.4
170,11,73,1,15.5,36.50%,1.5,4.1,32.20%,0.7,2,85.90%,0.8,0.9,1.2,0.2,1.1,0.9,0.3,0.2,0.5,1.3,4.4
170,12,47,7,16.3,42.30%,1.2,2.9,0.00%,0,0,61.90%,1.3,2.1,6.4,2.1,4.3,0.7,0.5,0.1,1,1.9,3.7
170,13,46,9,9.6,64.60%,1.2,1.8,,0,0,57.40%,0.7,1.2,2.2,0.8,1.5,0.3,0.1,0.4,0.5,1.4,3
170,14,6,0,10.3,22.20%,0.7,3,14.30%,0.2,1.2,72.70%,1.3,1.8,2,0.3,1.7,0.5,1,0.5,0.5,0.7,2.8
170,15,3,0,11,33.30%,0.7,2,50.00%,0.3,0.7,50.00%,1,2,0.7,0,0.7,3,0.7,0,1.3,0.3,2.7
170,16,3,0,0.7,100.00%,0.3,0.3,,0,0,,0,0,0.3,0,0.3,0,0,0,0,0.3,0.7
170,17,3,0,0.7,50.00%,0.3,0.7,,0,0,,0,0,0.3,0,0.3,0.3,0,0.3,0,0,0.7
170,18,2,0,3.5,0.00%,0,1,0.00%,0,0.5,,0,0,1,1,0,0.5,0,0,0,0.5,0
171,0,65,65,34.5,45.10%,9.2,20.5,33.30%,1.1,3.2,71.80%,7.3,10.2,11.5,2.4,9.1,3.3,1.6,1.4,3.8,3.6,26.9
171,1,70,70,34,46.30%,6.7,14.4,34.40%,1.1,3.1,78.00%,2.8,3.6,6.5,1.5,5,1.7,1.4,0.7,2,2.6,17.2
171,2,74,15,29.9,48.60%,5.1,10.5,40.10%,1.2,2.9,85.80%,2.6,3.1,2.3,0.4,1.9,4.3,1,0.1,1.8,1.9,14
171,3,72,72,35.2,45.40%,4.9,10.9,36.50%,0.9,2.4,58.00%,1.2,2.1,6,1.1,5,11.7,2,0.1,3.9,2.4,11.9
171,4,69,21,27.3,48.10%,4.3,9,40.90%,1.6,4,64.80%,1.5,2.3,5.9,0.8,5.1,1.4,0.8,0.2,1.4,2.2,11.8
171,5,68,7,24.6,38.60%,3.6,9.3,30.60%,1.3,4.4,83.30%,1.7,2,1.7,0.1,1.6,1.9,0.5,0,1.2,1.3,10.2
171,6,68,53,21.2,42.90%,2.9,6.7,36.20%,1,2.7,71.80%,1.1,1.5,2.2,0.5,1.7,1.2,0.8,0.1,1.5,2.1,7.8
171,7,66,39,21.4,56.30%,2.9,5.1,0.00%,0,0,64.80%,1.2,1.9,5.3,2,3.3,0.6,0.7,1,0.7,2.2,7
171,8,44,9,15.8,45.50%,2.3,5.1,45.00%,1.1,2.5,83.30%,1,1.2,1.4,0.2,1.2,1.5,0.5,0.1,0.8,0.9,6.8
171,9,78,14,19.1,53.20%,3,5.7,,0,0,54.80%,0.7,1.3,5.4,2.2,3.3,0.4,0.5,0.9,0.6,2.4,6.8
171,10,1,0,24,20.00%,2,10,40.00%,2,5,,0,0,4,2,2,1,1,0,0,2,6
171,11,59,29,14.9,55.60%,2,3.6,38.80%,0.3,0.8,73.50%,0.8,1.2,3.2,1.1,2.1,0.5,0.5,0.4,0.5,1.7,5.2
171,12,17,1,10.4,42.40%,1.5,3.5,16.70%,0.2,1.1,83.30%,0.6,0.7,1.3,0.3,1,0.6,0.5,0.1,0.2,1.1,3.7
171,13,51,15,14.1,37.60%,1.3,3.5,26.70%,0.5,1.7,75.90%,0.4,0.6,1.7,0.3,1.4,0.8,0.4,0.3,0.8,1.1,3.5
171,14,8,0,5.8,50.00%,0.4,0.8,,0,0,50.00%,0.3,0.5,1.4,0.4,1,0.1,0,0.5,0.4,0.5,1
172,0,55,55,34.4,45.20%,9.2,20.3,35.60%,1.7,4.9,77.00%,7.7,10,10.6,2.1,8.5,4.8,1.4,1.3,3.8,3.7,27.8
172,1,30,30,33.8,45.50%,6.7,14.7,37.20%,1.4,3.8,85.50%,3.9,4.6,6.3,1.2,5.2,2.8,1.5,0.9,2.5,2.6,18.7
172,2,25,18,29,48.00%,5.7,11.8,42.80%,2.4,5.5,81.40%,1.4,1.7,4.2,0.6,3.5,1.8,0.8,0.1,2.1,1.4,15.1
172,3,68,63,30.4,47.60%,5,10.5,41.70%,1.1,2.6,86.00%,2.2,2.5,2.2,0.3,1.9,4.6,1,0.1,1.7,1.8,13.2
172,4,14,6,22.5,41.30%,4.2,10.2,43.80%,1.5,3.4,70.60%,1.7,2.4,3.6,0.5,3.1,2.4,0.9,0.4,1.6,1.4,11.6
172,5,69,25,25.1,45.40%,3.4,7.6,28.80%,0.5,1.7,79.70%,2.5,3.1,2.6,0.6,2,4.8,1.1,0.1,1.9,1.7,9.9
172,6,33,12,18.5,53.70%,3.5,6.6,37.50%,0.1,0.2,70.30%,1.6,2.2,4.9,1.5,3.4,0.8,0.5,0.4,1.1,1.9,8.8
172,7,61,45,25.9,44.00%,3,6.9,41.10%,1,2.5,89.20%,1.4,1.5,2,0.1,1.9,1.3,0.3,0.1,0.7,1.7,8.4
172,8,75,21,18.9,53.00%,3.4,6.4,0.00%,0,0,66.90%,1.3,2,4.5,1.1,3.4,1.1,0.7,0.6,0.9,2,8.1
172,9,61,27,19.3,43.00%,3,6.9,38.20%,1.1,2.8,75.30%,1.1,1.5,2.1,0.3,1.8,0.8,0.5,0.1,1,1.8,8.1
172,10,65,20,26.6,42.40%,2.8,6.6,37.30%,1.3,3.4,78.40%,0.9,1.1,2.8,0.5,2.3,2.6,1.3,0.4,1.2,2.2,7.8
172,11,54,13,25.4,38.40%,2.7,7.1,32.70%,1.3,3.9,75.80%,0.9,1.2,5.4,1,4.4,2.8,0.7,0.3,1.5,2.6,7.6
172,12,65,9,22.8,44.20%,2.4,5.4,39.10%,1.4,3.5,74.40%,0.9,1.3,3.6,0.8,2.9,1.2,0.5,0.3,0.9,1.7,7.1
172,13,71,62,19.9,55.10%,3,5.5,0.00%,0,0,61.30%,0.5,0.9,5.7,1.7,4,0.7,0.5,0.7,0.9,2.4,6.6
172,14,2,0,18,33.30%,2,6,44.40%,2,4.5,,0,0,1.5,0.5,1,4.5,1,0,1.5,0.5,6
172,15,19,2,19.7,40.40%,2.2,5.5,47.50%,1,2.1,91.70%,0.6,0.6,1.8,0.4,1.5,1.5,0.3,0.1,0.9,1.1,6
172,16,22,2,18.1,45.30%,2.4,5.3,37.90%,0.5,1.3,57.10%,0.5,1,4.1,0.9,3.2,1.2,0.5,0,0.8,1,5.9
172,17,22,0,16.1,54.90%,2.5,4.6,0.00%,0,0.1,85.70%,0.5,0.6,3.9,1.1,2.8,0.9,0.1,0.8,1.1,2,5.6
172,18,22,0,9,41.20%,1.3,3.1,28.60%,0.4,1.3,78.90%,0.7,0.9,1,0.1,0.9,0.5,0.2,0,0.4,1,3.6
173,0,73,73,34.3,51.70%,8.4,16.2,39.30%,0.9,2.3,89.20%,5.4,6.1,7,0.7,6.3,2.6,0.5,0.6,1.9,2.4,23
173,1,82,10,31.3,45.10%,6,13.3,36.20%,1.5,4.3,85.00%,2.2,2.6,1.9,0.3,1.6,4.1,1.1,0.2,2,1.7,15.8
173,2,29,29,29.9,45.00%,5.9,13,43.10%,1,2.2,77.30%,2.3,3,4.1,0.8,3.3,1.6,1,0.3,1.7,2,15
173,3,80,27,28.2,52.00%,5.4,10.4,15.20%,0.1,0.4,76.80%,1.6,2.1,6.9,2.1,4.8,1.4,0.9,0.6,1.6,1.8,12.5
173,4,74,74,27.8,65.40%,3.6,5.5,,0,0,73.20%,2.9,4,9.4,2.8,6.6,0.4,0.5,1.1,1.2,3.2,10.1
173,5,81,2,20.6,43.90%,3.5,8,34.90%,0.8,2.3,84.70%,1.6,1.9,2,0.4,1.6,3.9,0.4,0,1.7,1.7,9.5
173,6,25,13,20.2,42.90%,3.2,7.4,40.00%,1.7,4.2,93.80%,0.6,0.6,2.6,0.6,2.1,0.9,0.4,0.1,0.4,0.9,8.6
173,7,28,26,17.7,42.20%,3.4,8,30.10%,0.9,3,76.70%,0.8,1.1,1.9,0.3,1.6,2.3,0.7,0.3,1.7,2.7,8.4
173,8,80,80,33.2,36.10%,2.7,7.5,34.00%,1.7,4.9,87.00%,0.8,1,4.4,0.4,4,8.2,1.7,0.4,2.2,1.5,7.9
173,9,72,54,16.1,38.80%,1.8,4.6,37.80%,1.3,3.5,76.70%,0.5,0.6,1.5,0.3,1.2,1.1,0.3,0.1,0.6,1,5.3
173,10,13,2,11.4,49.00%,1.9,3.9,30.80%,0.3,1,71.40%,1.2,1.6,1.8,0.9,0.8,0.9,0.8,0.2,0.8,1.9,5.3
173,11,72,8,18.5,57.40%,1.8,3.1,0.00%,0,0,36.20%,0.9,2.5,5.2,1.8,3.4,0.3,0.2,1,0.7,2,4.4
173,12,10,6,16.3,42.90%,1.5,3.5,43.80%,0.7,1.6,80.00%,0.4,0.5,1.2,0,1.2,0.7,0.5,0.3,0.5,1.5,4.1
173,13,56,0,8.7,56.10%,1,1.8,0.00%,0,0,76.80%,1.1,1.5,2.1,0.8,1.4,0.1,0.3,0.3,0.4,1.9,3.1
173,14,10,2,7.5,37.50%,1.2,3.2,42.90%,0.3,0.7,66.70%,0.2,0.3,1.7,0.5,1.2,0.2,0.3,0.5,0.1,1.3,2.9
173,15,56,4,11,43.00%,0.8,1.8,48.30%,0.8,1.6,94.40%,0.3,0.3,1.1,0.2,0.9,0.7,0.4,0.1,0.3,1.5,2.6
173,16,18,0,7.5,31.10%,0.8,2.5,0.00%,0,0.2,82.40%,0.8,0.9,1.4,0.3,1.1,1.1,0.3,0.2,0.6,0.4,2.3
173,17,7,0,2.6,50.00%,0.6,1.1,75.00%,0.4,0.6,,0,0,0.7,0,0.7,0,0,0,0,0.4,1.6
174,0,62,62,33.5,45.70%,7.6,16.7,36.80%,1.3,3.4,89.60%,5.1,5.7,6.7,0.7,6,2.2,0.7,0.5,1.9,2.1,21.6
174,1,63,1,31.7,43.00%,5.7,13.2,37.80%,2.2,5.8,88.30%,1.6,1.8,2.4,0.3,2.1,3.6,1.2,0.2,2,1.1,15.1
174,2,63,63,30.5,44.60%,4.6,10.3,29.40%,0.3,1.1,79.60%,1.2,1.5,7.4,2.3,5.1,2.1,1.1,0.6,1.6,1.4,10.6
174,3,61,40,25.3,41.10%,3.7,8.9,36.10%,1.2,3.4,82.60%,1.6,1.9,3.4,0.5,2.8,2.3,0.9,0.4,1.4,2.2,10.1
174,4,44,33,24.1,46.10%,3.8,8.2,35.50%,0.6,1.7,88.60%,1.4,1.6,2.3,0.3,2,3.2,1.3,0.3,1.7,1.5,9.6
174,5,53,12,21.7,42.20%,3.5,8.4,28.80%,0.7,2.5,84.10%,1.1,1.3,2.8,0.4,2.5,2.9,1.1,0.5,1.3,1.8,8.9
174,6,49,0,16.1,61.80%,2.9,4.8,0.00%,0,0,63.40%,1.1,1.7,3.6,1.3,2.3,0.3,0.4,1.3,0.4,1.2,6.9
174,7,50,4,20.6,35.20%,2.5,7,25.20%,0.6,2.2,59.20%,1.2,2,4.2,0.7,3.4,1.7,0.4,0.4,1,1.9,6.6
174,8,48,48,28.7,36.30%,2.1,5.7,35.40%,1.6,4.6,78.60%,0.5,0.6,4.1,0.3,3.8,5.5,1.7,0.2,1.9,1.7,6.2
174,9,61,12,18.7,54.60%,2.1,3.9,0.00%,0,0,63.90%,1.5,2.4,4.7,1.8,3,0.2,0.6,0.5,0.8,2.9,5.8
174,10,54,54,21.2,51.80%,2.2,4.2,,0,0,46.90%,0.8,1.8,6,2.6,3.4,0.4,0.4,1,0.9,2.2,5.2
174,11,8,0,8.1,75.00%,1.5,2,,0,0,83.30%,0.6,0.8,1.6,1.1,0.5,0.3,0.1,0.6,0.9,1.8,3.6
174,12,33,1,8.1,39.70%,0.9,2.2,12.50%,0,0.2,78.40%,0.9,1.1,1.3,0.3,1.1,1.3,0.3,0.2,0.8,0.8,2.7
174,13,30,0,6.8,37.80%,1,2.7,30.00%,0.1,0.3,66.70%,0.5,0.7,1.6,0.4,1.2,0.2,0.2,0.3,0.5,0.8,2.6
174,14,3,0,6,37.50%,1,2.7,33.30%,0.3,1,,0,0,0,0,0,0,0.3,0,1.3,0.3,2.3
174,15,44,0,6.3,25.50%,0.3,1.3,20.40%,0.2,1.1,83.30%,0.1,0.1,0.8,0.1,0.7,0.4,0.2,0,0.2,0.9,1
175,0,53,47,31.4,47.10%,6.5,13.7,41.40%,1.2,3,86.00%,3.1,3.6,6.8,0.7,6.2,2.5,0.7,0.7,1.3,1.8,17.3
175,1,82,82,35.6,44.90%,5.6,12.5,40.70%,1.7,4.3,82.00%,2.3,2.8,3.5,0.4,3.1,4.4,1.1,0.3,2.6,2.4,15.3
175,2,81,3,25.8,43.50%,4.6,10.6,40.60%,2,4.9,81.60%,2.2,2.8,4.1,0.7,3.4,2.4,0.9,0.5,1.3,2.8,13.4
175,3,67,67,30,51.40%,5.3,10.3,31.50%,0.3,1.1,78.20%,1.2,1.5,7.8,2.2,5.7,2.4,1.1,0.7,1.5,1.7,12.1
175,4,81,47,29.3,47.10%,4.2,8.9,35.30%,0.6,1.7,88.00%,3,3.4,2.7,0.4,2.3,5.1,1.2,0.1,2.1,1.7,12
175,5,66,52,20.7,50.70%,4.7,9.3,0.00%,0,0,78.80%,1,1.3,5.6,1.5,4.2,0.8,0.4,0.8,1.6,2.1,10.5
175,6,9,9,25.3,35.40%,2.6,7.2,43.50%,1.1,2.6,91.30%,2.3,2.6,1.7,0,1.7,3.4,0.6,0.2,2,2.7,8.6
175,7,64,16,18,59.70%,3.8,6.3,0.00%,0,0,61.50%,0.9,1.5,4.1,1.3,2.7,0.6,0.4,1.2,0.5,1.2,8.5
175,8,72,18,21.3,47.30%,3.1,6.6,0.00%,0,0,71.00%,0.9,1.3,6,1.8,4.2,1,0.7,1.3,0.8,2.7,7.2
175,9,45,23,19.2,37.30%,2.2,6,38.40%,1.1,2.8,79.30%,0.5,0.6,1.6,0.2,1.4,3.1,0.6,0.1,1.2,2.1,6.1
175,10,78,16,17.3,38.40%,1.8,4.7,32.80%,0.8,2.5,64.40%,0.6,0.9,2.4,0.4,1.9,1.2,0.8,0.2,0.6,1.6,5
175,11,14,1,18.3,36.10%,1.6,4.4,31.40%,0.8,2.5,90.90%,0.7,0.8,3.5,0.5,3,0.5,0.7,0.4,0.5,2.1,4.6
175,12,2,0,12.5,50.00%,2,4,,0,0,25.00%,0.5,2,2,1,1,0,0,0,1.5,3.5,4.5
175,13,45,0,12.2,36.90%,1.4,3.9,29.20%,0.5,1.6,78.90%,0.7,0.8,1.3,0.2,1.1,1.9,0.4,0.1,0.7,1.2,4
175,14,29,3,11.7,36.70%,1.4,3.8,11.10%,0,0.3,66.00%,1.2,1.8,1.6,0.6,0.9,2.9,0.5,0.1,1.3,1,4
175,15,50,15,12.7,35.70%,1,2.8,21.60%,0.2,0.7,80.50%,1.3,1.6,1.4,0.3,1.1,0.6,0.2,0.1,0.4,1.5,3.5
175,16,6,0,10.7,35.70%,0.8,2.3,0.00%,0,0.7,70.00%,1.2,1.7,0.8,0,0.8,0.7,0.3,0,0.2,0.7,2.8
175,17,47,11,9.7,51.50%,1.1,2.2,0.00%,0,0,61.00%,0.5,0.9,2.8,1.1,1.7,0.1,0.3,0.8,0.4,1.4,2.8
175,18,17,0,4.8,50.00%,1,2,20.00%,0.1,0.3,100.00%,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0,0.2,0.6,2.3
175,19,8,0,3.3,42.90%,0.8,1.8,66.70%,0.3,0.4,100.00%,0.3,0.3,0.4,0.1,0.3,0.1,0.1,0,0.3,0.4,2
175,20,3,0,3,50.00%,0.7,1.3,50.00%,0.3,0.7,,0,0,0.3,0,0.3,0.3,0,0,0,1,1.7
175,21,3,0,1.7,50.00%,0.3,0.7,,0,0,,0,0,0,0,0,0,0,0,0.3,0,0.7
175,22,2,0,2,0.00%,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0
176,0,80,80,32.8,49.70%,7.9,15.9,39.80%,1.6,4.1,89.90%,4.2,4.7,6.2,0.5,5.7,2.7,0.9,0.6,1.5,2.1,21.7
176,1,82,82,36.9,45.10%,7,15.6,33.00%,0.8,2.5,78.80%,4.1,5.2,3.6,0.5,3.1,5.7,1.7,0.3,3.2,2.4,19
176,2,81,0,24.4,40.70%,4.1,10,39.40%,1.8,4.6,82.10%,2,2.4,3.5,0.8,2.7,2.6,0.8,0.4,1.3,2.6,11.9
176,3,81,81,30.5,45.60%,4.2,9.2,44.90%,2.4,5.2,82.50%,0.6,0.8,2.4,0.4,2,4.7,0.9,0.1,1.3,1.7,11.4
176,4,76,76,31.7,48.20%,4.5,9.3,35.80%,0.8,2.1,78.50%,0.7,0.9,6.5,1.7,4.8,1.6,1.2,0.5,1.3,1.6,10.4
176,5,58,0,18.7,67.70%,3.9,5.7,,0,0,72.60%,1.3,1.8,4.2,1.8,2.4,0.5,0.6,0.9,0.6,1.6,9.1
176,6,40,0,20.4,37.80%,2.4,6.4,30.70%,0.8,2.5,80.00%,2.3,2.9,2.1,0.2,1.9,4.5,0.7,0.1,1.5,1.8,7.9
176,7,80,68,20.2,56.80%,2.7,4.7,0.00%,0,0,73.70%,1.3,1.7,6.8,2.5,4.3,0.5,0.5,1.2,1.1,2.6,6.6
176,8,78,13,15.6,53.40%,2.7,5,0.00%,0,0,63.60%,1,1.6,4.7,1.8,2.9,0.9,0.8,0.3,1,2.5,6.4
176,9,78,8,16.1,43.90%,1.7,3.8,33.10%,0.6,1.9,75.40%,0.6,0.8,2.5,0.6,1.9,0.8,0.8,0.3,0.5,1.3,4.6
176,10,45,1,8.8,43.70%,1.2,2.8,42.40%,0.6,1.3,90.90%,0.2,0.2,1,0.2,0.8,0.4,0.4,0,0.2,0.7,3.2
176,11,48,0,10.3,38.00%,1.1,2.9,31.60%,0.3,0.8,64.00%,0.3,0.5,0.9,0.2,0.6,1.5,0.5,0,0.8,1,2.8
176,12,31,1,9.5,34.90%,1,2.8,25.00%,0.2,0.6,66.70%,0.3,0.4,0.9,0.2,0.7,2,0.1,0,1,1,2.4
176,13,11,0,2.9,35.30%,0.5,1.5,37.50%,0.3,0.7,100.00%,0.4,0.4,0.2,0,0.2,0.2,0.1,0,0.2,0.2,1.7
176,14,30,0,4.8,47.80%,0.4,0.8,0.00%,0,0,54.50%,0.2,0.4,1.4,0.5,0.9,0.1,0.1,0.3,0.3,0.8,0.9
177,0,80,80,33.7,44.50%,7.5,16.9,28.50%,1,3.6,75.20%,2.9,3.8,2.4,0.4,2,4.1,1.9,0.3,2.5,2.5,18.9
177,1,77,77,29.7,45.90%,6.3,13.8,38.00%,1.4,3.6,88.20%,3.3,3.8,5.9,0.6,5.4,1.9,0.5,0.4,1.1,2.1,17.3
177,2,66,66,33.1,46.20%,5.8,12.6,38.00%,2,5.3,72.00%,2.1,2.9,4.9,1,3.9,2.4,1,0.3,1.5,2.1,15.7
177,3,23,1,16.6,58.10%,4.5,7.8,0.00%,0,0,67.80%,1.7,2.6,3.7,1.2,2.5,0.3,0.4,0.2,0.7,2.2,10.8
177,4,75,75,30.5,66.60%,3.9,5.9,,0,0,72.00%,2.5,3.4,11.5,3.9,7.6,1.1,0.6,1.2,1.4,2.3,10.3
177,5,46,46,28.7,43.60%,4.2,9.7,35.20%,0.4,1.2,45.20%,0.4,0.9,4.5,1,3.5,6.5,1.2,0.1,2.9,2.4,9.3
177,6,27,0,18.8,74.80%,3.7,5,,0,0,75.00%,1.3,1.8,4.1,1.9,2.2,0.4,0.6,1.6,0.5,1.6,8.8
177,7,76,3,22.2,41.80%,2.9,6.9,35.70%,1.3,3.5,81.50%,1.7,2.1,1.8,0.2,1.6,3.1,1,0.2,1.1,1.9,8.8
177,8,77,10,17.8,42.00%,2.9,7,32.30%,0.7,2.2,80.90%,1,1.2,1.7,0.3,1.4,3.4,0.4,0,0.9,1.4,7.5
177,9,23,23,25.3,37.40%,2.7,7.1,36.90%,1.7,4.5,87.50%,0.3,0.3,2.7,0.6,2.1,4.1,0.7,0.1,1.7,2.3,7.3
177,10,64,1,10.6,41.40%,2.3,5.7,37.60%,1.3,3.5,57.10%,0.3,0.5,2.3,0.5,1.9,0.3,0.2,0.3,0.4,1,6.3
177,11,74,18,16.9,44.40%,1.9,4.4,42.60%,0.9,2.1,68.40%,1.1,1.5,2.5,0.3,2.1,0.8,0.4,0.1,0.7,1.6,5.8
177,12,74,3,18.5,41.20%,2,4.8,27.40%,0.5,1.7,71.20%,1.1,1.6,4.6,1.5,3.1,0.8,0.9,0.8,0.7,1.9,5.6
177,13,29,3,9.7,40.60%,1.5,3.7,29.40%,0.3,1.2,80.00%,0.4,0.5,0.9,0.1,0.8,1.4,0.4,0.1,0.6,0.6,3.7
177,14,25,0,10.7,43.40%,1.3,3,34.20%,0.5,1.5,90.90%,0.4,0.4,1.2,0.5,0.7,0.5,0.6,0.2,0.4,1,3.6
177,15,24,0,9.5,43.50%,1.1,2.6,27.30%,0.1,0.5,77.40%,1,1.3,2,0.8,1.3,0.4,0.3,0.3,0.4,1.6,3.4
177,16,16,2,9.8,44.40%,0.8,1.7,,0,0,87.00%,1.3,1.4,2.4,1.1,1.3,0.3,0.1,0.9,0.4,1.1,2.8
177,17,42,2,8.6,61.20%,0.7,1.2,,0,0,51.30%,0.5,0.9,1.9,0.6,1.3,0.2,0.2,0.3,0.3,1.3,1.9
177,18,5,0,2.2,0.00%,0,1.2,0.00%,0,0.6,50.00%,0.2,0.4,0.4,0.2,0.2,0.2,0,0,0.4,0.2,0.2
178,0,75,75,31.5,44.80%,6.6,14.8,36.80%,1.7,4.6,89.30%,3.3,3.7,6.5,0.7,5.8,1.8,0.7,0.7,1.1,2.1,18.3
178,1,65,63,32.4,41.40%,4.9,11.9,34.40%,1.5,4.3,86.90%,2.8,3.2,2.9,0.3,2.6,5.8,0.9,0.2,2.3,2.4,14.1
178,2,61,51,29.5,49.20%,5.2,10.7,41.40%,1.7,4.1,68.40%,1.5,2.2,4.7,0.5,4.2,2.8,0.8,0.3,1.6,1.9,13.7
178,3,78,78,33.9,38.80%,4.2,10.9,36.00%,2.4,6.7,86.30%,1.6,1.9,3.1,0.3,2.7,1.9,1,0.2,1,2.3,12.5
178,4,74,16,22.5,44.60%,4.3,9.6,38.50%,1.4,3.5,77.10%,1,1.3,2.1,0.4,1.7,4.1,0.4,0,1.5,1.5,10.9
178,5,80,31,27.4,40.60%,3.5,8.5,28.20%,0.8,2.7,84.70%,1.9,2.2,3.2,0.5,2.8,3.6,0.9,0.2,1.5,1.8,9.5
178,6,76,69,26.4,46.60%,2.9,6.2,0.00%,0,0,76.80%,2.8,3.6,9.4,3.3,6.2,1.7,0.8,0.3,1.6,2.4,8.6
178,7,25,1,17.3,63.60%,3.6,5.7,,0,0,73.80%,1.2,1.7,7,2.4,4.6,1.2,0.4,0.6,1.1,2.5,8.5
178,8,64,0,20,44.70%,2.6,5.8,32.90%,0.8,2.5,72.10%,1.6,2.2,2.2,0.3,1.9,1.8,0.9,0.2,1,1.9,7.6
178,9,69,2,14.4,49.30%,2.1,4.3,12.50%,0,0.2,73.90%,1.5,2.1,4,1.2,2.7,0.6,0.5,0.3,0.6,1.7,5.8
178,10,62,4,10.7,38.20%,2,5.3,27.30%,0.8,2.8,91.70%,0.4,0.4,2.5,0.4,2.1,0.4,0.3,0.2,0.5,1.1,5.1
178,11,34,2,10.8,57.50%,2.3,3.9,0.00%,0,0,50.00%,0.5,1.1,3.9,1.6,2.4,0.1,0.1,0.8,0.6,1.4,5.1
178,12,55,9,11.7,40.60%,1.3,3.2,26.50%,0.4,1.5,80.00%,0.8,1,2.4,0.3,2.1,0.5,0.3,0.5,0.4,0.8,3.8
178,13,34,6,11.7,62.80%,1.4,2.3,0.00%,0,0,58.70%,0.8,1.4,3.6,1.2,2.4,0.3,0.2,1.1,0.7,1.6,3.7
178,14,21,1,9.1,41.40%,1.4,3.3,15.80%,0.1,0.9,88.90%,0.4,0.4,1,0.2,0.9,0.4,0.1,0,0.5,0.5,3.3
178,15,30,2,8.3,54.20%,0.9,1.6,25.00%,0.1,0.5,71.40%,0.5,0.7,1.8,0.4,1.4,0.1,0.2,0.3,0.2,0.6,2.4
179,0,79,79,35.5,46.80%,7.6,16.2,35.10%,1,2.8,86.10%,3.1,3.6,5,1.2,3.8,1.5,0.8,0.2,1.3,1.6,19.2
179,1,54,54,26.3,43.70%,5.5,12.6,37.80%,1.5,3.9,87.50%,1.8,2.1,6.5,0.4,6.1,1.5,0.6,0.7,0.9,2.1,14.2
179,2,73,73,34.2,39.30%,4.6,11.6,36.30%,2.4,6.6,81.60%,2,2.5,3.5,0.2,3.3,2.9,1.1,0.2,1.4,2.2,13.5
179,3,40,40,29.3,43.00%,4.9,11.3,34.80%,1.6,4.5,82.10%,1.7,2.1,2.6,0.3,2.2,6.9,0.6,0.1,2.5,2.4,13.1
179,4,70,42,29,48.10%,4.8,10,42.50%,2,4.6,85.00%,1.2,1.4,2.6,0.4,2.2,2.7,1.1,0.1,1.3,1.8,12.8
179,5,36,29,29.1,41.20%,3.9,9.6,40.30%,1.7,4.1,87.70%,1.8,2,2.8,0.4,2.3,4.3,1.1,0.2,1.6,2.2,11.3
179,6,35,6,22,41.40%,4.1,9.8,35.80%,1.5,4.2,86.30%,1.3,1.5,2.4,0.3,2.1,5.5,0.4,0,1.8,0.9,10.9
179,7,22,12,22,57.50%,3.5,6.1,,0,0,70.80%,1.5,2.2,6.8,2.1,4.7,0.9,1,1.1,1,2.5,8.5
179,8,1,0,25,50.00%,3,6,0.00%,0,1,66.70%,2,3,7,3,4,0,2,0,0,3,8
179,9,65,0,16.8,39.90%,2.1,5.2,32.80%,0.9,2.7,82.90%,1.6,2,2,0.2,1.8,2.1,0.7,0.1,0.9,1.6,6.7
179,10,77,3,17.3,51.50%,2.5,4.9,28.40%,0.3,1,75.90%,1.4,1.8,4,1.2,2.8,0.6,0.8,0.5,0.4,1.8,6.7
179,11,51,2,13.9,40.10%,2.2,5.4,30.30%,0.7,2.4,79.50%,1.4,1.7,2.9,0.8,2.2,0.6,0.5,0.3,0.8,1.3,6.5
179,12,17,0,13.6,36.80%,2.1,5.6,33.30%,0.9,2.6,72.40%,1.2,1.7,1.3,0.1,1.2,1.5,0.5,0,1.2,1.2,6.2
179,13,5,0,15.4,44.00%,2.2,5,35.70%,1,2.8,0.00%,0,0.4,0.6,0,0.6,2.4,0.2,0,1.6,1.2,5.4
179,14,9,0,12.9,42.10%,1.8,4.2,33.30%,0.3,1,71.40%,0.6,0.8,2.6,0.9,1.7,1,0.2,0.4,0.3,0.9,4.4
179,15,8,1,10.5,33.30%,1.6,4.9,27.30%,0.4,1.4,85.70%,0.8,0.9,1.1,0.1,1,2.4,0.3,0,0.4,0.6,4.4
