客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
199,26,26胜44负,37胜33负,84:92
94,26,31胜43负,39胜35负,114:94
12,26,56胜22负,41胜36负,109:123
38,26,21胜58负,42胜37负,105:129
52,26,32胜49负,43胜37负,90:102
26,66,1胜0负,0胜1负,87:98
66,26,2胜1负,1胜2负,83:100
26,66,2胜2负,2胜2负,99:102
66,26,3胜2负,2胜3负,83:101
179,27,0胜0负,0胜0负,121:130
27,39,1胜0负,0胜1负,94:103
158,27,1胜2负,1胜2负,108:115
27,34,2胜2负,2胜2负,107:125
6,27,3胜2负,2胜3负,94:111
60,27,0胜6负,3胜4负,115:122
46,27,4胜4负,4胜5负,105:99
95,27,4胜6负,4胜6负,69:88
165,27,3胜9负,6胜6负,116:96
39,27,4胜10负,7胜9负,97:118
151,27,14胜3负,8胜9负,70:91
27,151,9胜10负,16胜5负,111:102
27,144,10胜10负,17胜3负,106:142
27,165,10胜11负,6胜15负,109:94
27,179,11胜11负,4胜17负,103:111
130,27,12胜12负,11胜12负,111:118
27,200,13胜13负,8胜18负,95:102
27,20,13胜14负,14胜14负,105:90
27,53,15胜14负,14胜13负,111:118
46,27,16胜12负,15胜15负,109:102
27,6,15胜16负,14胜16负,85:90
27,102,15胜17负,14胜16负,105:111
27,20,17胜18负,16胜20负,121:116
39,27,8胜25负,18胜18负,109:121
53,27,17胜19负,19胜18负,109:123
27,116,22胜22负,17胜28负,109:103
172,27,18胜27负,23胜22负,111:115
186,27,35胜15负,24胜22负,101:120
27,95,25胜22负,19胜31负,98:88
27,39,26胜22负,9胜40负,106:97
20,27,23胜27负,27胜22负,84:105
27,102,29胜23负,31胜21负,107:112
34,27,22胜30负,29胜24负,116:100
207,27,41胜13负,29胜25负,110:106
27,13,29胜26负,38胜16负,104:113
27,74,31胜30负,34胜27负,97:96
27,34,33胜31负,30胜33负,85:99
27,67,35胜33负,40胜29负,91:116
109,27,34胜37负,36胜35负,125:117
27,67,37胜38负,45胜30负,100:111
67,27,47胜30负,37胜40负,90:108
74,27,43胜38负,41胜40负,86:104
27,13,0胜0负,0胜0负,108:109
13,27,2胜0负,0胜2负,119:114
13,27,3胜0负,0胜3负,106:102
96,89,0胜0负,0胜0负,83:112
96,68,0胜1负,2胜0负,95:99
96,47,1胜2负,2胜2负,91:112
7,96,2胜3负,1胜3负,107:102
180,96,1胜5负,1胜4负,91:98
96,40,3胜6负,8胜2负,83:114
96,82,5胜10负,9胜8负,94:105
96,61,5胜11负,6胜11负,108:127
124,96,8胜10负,5胜12负,79:83
96,159,6胜12负,10胜9负,108:125
96,152,6胜13负,14胜6负,108:115
96,166,6胜14负,4胜15负,91:116
47,96,14胜9负,6胜15负,101:95
152,96,17胜7负,6胜16负,103:89
82,96,20胜8负,6胜18负,95:94
0,96,17胜9负,7胜19负,87:80
96,201,7胜20负,25胜4负,80:94
96,180,7胜21负,14胜15负,93:100
194,96,19胜14负,8胜23负,92:81
96,54,8胜24负,13胜21负,97:109
166,96,8胜26负,9胜26负,133:136
131,96,27胜13负,11胜27负,101:108
96,28,12胜27负,14胜24负,87:100
159,96,19胜21负,12胜28负,109:91
40,96,33胜9负,12胜29负,83:85
96,47,13胜29负,22胜21负,106:115
96,117,13胜31负,29胜16负,117:124
96,187,13胜32负,23胜24负,93:107
96,194,13胜34负,31胜18负,89:97
68,96,32胜18负,13胜36负,99:92
96,89,15胜38负,35胜21负,76:101
21,96,24胜30负,15胜39负,113:96
96,54,15胜40负,27胜29负,94:117
96,82,15胜41负,42胜16负,113:121
173,96,41胜16负,15胜42负,105:99
110,96,15胜48负,15胜45负,96:103
96,14,16胜45负,22胜41负,102:113
145,96,25胜41负,16胜47负,122:101
117,96,42胜23负,16胜48负,116:89
96,61,16胜50负,18胜49负,107:116
96,145,17胜52负,27胜44负,119:127
96,103,17胜53负,43胜29负,94:114
96,40,21胜57负,54胜24负,88:104
68,96,44胜35负,21胜58负,83:115
97,29,0胜2负,1胜1负,81:102
41,97,1胜3负,0胜3负,94:86
97,41,0胜4负,2胜3负,92:100
97,90,0胜5负,4胜2负,85:103
48,97,2胜4负,0胜6负,99:96
111,97,2胜5负,0胜7负,93:72
62,97,4胜5负,0胜8负,78:93
97,1,1胜8负,9胜2负,64:78
55,97,8胜3负,1胜10负,103:90
181,97,5胜7负,1胜11负,114:106
118,97,12胜2负,1胜12负,102:105
104,97,10胜5负,2胜12负,108:104
41,97,5胜9负,2胜13负,100:94
97,90,4胜17负,12胜9负,103:109
48,97,10胜15负,5胜20负,107:93
97,15,5胜22负,8胜20负,98:77
97,125,6胜22负,15胜13负,124:109
97,132,7胜23负,14胜14负,100:114
167,97,10胜22负,7胜25负,115:107
97,29,7胜26负,13胜20负,118:119
90,97,22胜13负,7胜27负,102:95
153,97,23胜15负,8胜29负,101:106
125,97,19胜21负,9胜29负,110:99
97,174,9胜31负,23胜20负,98:107
97,195,9胜32负,10胜33负,99:89
97,69,10胜32负,24胜19负,88:102
97,188,10胜33负,24胜18负,92:97
22,97,26胜18负,11胜34负,85:83
97,41,11胜36负,25胜22负,76:88
15,97,16胜32负,11胜37负,79:77
97,22,11胜38负,29胜20负,89:93
97,62,12胜39负,17胜35负,92:99
29,97,24胜28负,12胜40负,112:98
22,97,32胜21负,12胜41负,109:96
97,15,12胜42负,20胜33负,94:99
97,48,14胜44负,30胜28负,65:103
8,97,19胜38负,14胜45负,98:89
97,1,14胜46负,46胜14负,87:84
29,97,29胜31负,15胜46负,112:121
98,42,0胜2负,1胜2负,94:100
30,98,2胜1负,0胜3负,101:91
98,23,0胜4负,2胜4负,85:89
98,175,0胜6负,4胜4负,101:107
133,98,4胜6负,0胜7负,83:76
23,98,4胜7负,0胜8负,96:89
98,70,0胜9负,5胜4负,100:101
203,98,11胜3负,0胜11负,118:92
98,49,1胜12负,10胜4负,87:108
84,98,12胜3负,1胜13负,101:105
98,70,2胜13负,10胜5负,95:104
140,98,12胜7负,2胜14负,101:97
154,98,9胜14负,3胜16负,102:96
98,84,3胜17负,14胜6负,72:102
98,91,3胜19负,11胜13负,83:90
98,16,3胜20负,7胜21负,68:100
16,98,8胜21负,3胜21负,96:87
9,98,6胜23负,3胜22负,87:84
91,98,12胜16负,3胜23负,97:105
98,2,4胜23负,15胜12负,77:87
175,98,12胜19负,4胜24负,103:94
98,23,4胜25负,18胜13负,81:89
35,98,17胜15负,4胜26负,115:113
98,84,4胜27负,22胜9负,71:99
70,98,21胜14负,5胜28负,83:93
98,105,7胜29负,24胜17负,112:108
98,147,8胜29负,31胜9负,87:94
112,98,17胜22负,9胜31负,101:114
168,98,16胜29负,11胜31负,96:94
98,56,11胜32负,18胜26负,84:92
98,189,11胜33负,29胜16负,76:85
147,98,34胜15负,11胜35负,90:98
35,98,29胜20负,13胜35负,74:89
98,30,14胜35负,25胜24负,102:90
98,16,15胜35负,20胜33负,85:96
63,98,21胜32负,15胜36负,96:88
98,63,17胜37负,23胜33负,90:84
49,98,34胜20负,18胜38负,96:88
56,98,23胜34负,18胜39负,87:90
98,112,19胜39负,20胜37负,82:87
98,9,20胜41负,21胜42负,90:95
30,98,32胜30负,20胜42负,93:106
196,98,22胜43负,21胜42负,87:96
161,98,22胜44负,22胜42负,105:127
98,161,23胜43负,23胜45负,88:79
98,154,24胜43负,36胜33负,103:100
98,140,25胜43负,39胜31负,92:101
98,119,26胜44负,52胜19负,80:103
98,91,26胜45负,18胜54负,92:97
2,98,40胜32负,27胜46负,86:90
98,63,28胜46负,27胜47负,78:88
23,98,48胜28负,28胜47负,85:104
98,42,29胜47负,39胜37负,96:107
98,49,29胜48负,50胜26负,99:120
84,98,61胜16负,29胜49负,103:98
56,98,31胜47负,29胜50负,97:86
98,35,29胜51负,47胜33负,101:106
57,99,1胜0负,0胜1负,109:102
99,85,0胜2负,1胜2负,93:103
99,57,0胜3负,3胜1负,116:102
99,176,2胜4负,4胜3负,95:105
10,99,3胜7负,2胜6负,103:96
113,99,7胜4负,2胜7负,100:104
99,64,4胜7负,5胜7负,88:96
99,31,6胜8负,2胜11负,100:92
106,99,12胜8负,9胜10负,75:74
148,99,15胜9负,9胜12负,113:97
99,50,9胜13负,7胜16负,102:101
99,36,10胜13负,9胜15负,113:107
99,113,12胜13负,13胜15负,98:120
17,99,14胜17负,12胜14负,82:106
99,17,13胜14负,14胜18负,106:99
64,99,15胜15负,14胜15负,101:88
99,24,16胜17负,28胜7负,66:93
183,99,23胜14负,16胜18负,114:107
3,99,18胜19负,18胜19负,93:96
17,99,16胜23负,19胜19负,104:98
57,99,13胜27负,19胜20负,99:107
99,141,21胜22负,27胜18负,88:85
99,148,22胜22负,32胜15负,103:110
127,99,34胜13负,23胜23负,90:100
10,99,16胜33负,24胜24负,115:113
99,190,25胜25负,27胜23负,89:92
64,99,28胜24负,25胜27负,103:93
99,57,30胜28负,15胜43负,122:103
190,99,33胜25负,31胜28负,110:104
134,99,21胜39负,31胜29负,91:104
99,31,32胜29负,12胜49负,114:107
99,85,33胜29负,43胜17负,90:99
36,99,33胜30负,34胜31负,94:101
99,155,35胜33负,22胜45负,117:107
99,106,36胜33负,31胜38负,102:105
162,99,42胜29负,36胜34负,99:93
71,99,31胜40负,37胜35负,97:101
99,92,40胜38负,23胜55负,96:86
99,43,43胜38负,25胜56负,118:102
99,3,1胜0负,0胜1负,101:99
3,99,0胜2负,2胜0负,100:97
99,24,0胜0负,0胜0负,102:96
99,24,1胜0负,0胜1负,82:86
24,99,1胜1负,1胜1负,85:63
99,24,1胜3负,3胜1负,102:79
100,93,0胜1负,0胜1负,105:98
32,100,1胜1负,1胜1负,97:108
100,51,2胜1负,2胜1负,98:83
100,65,4胜1负,4胜1负,84:103
100,25,4胜2负,1胜5负,97:90
18,100,2胜5负,5胜2负,103:107
93,100,4胜6负,6胜2负,93:98
177,100,8胜3负,7胜2负,105:102
11,100,5胜5负,7胜3负,78:91
100,32,8胜3负,7胜6负,111:100
72,100,6胜5负,9胜3负,106:102
100,11,9胜4负,6胜7负,87:113
198,100,7胜7负,9胜5负,80:83
86,100,9胜7负,10胜5负,86:107
156,100,5胜13负,11胜5负,95:111
107,100,9胜9负,12胜5负,89:119
100,44,13胜5负,6胜11负,93:101
44,100,7胜11负,13胜6负,132:133
100,93,14胜6负,9胜14负,91:89
149,100,16胜5负,15胜6负,96:104
100,86,18胜6负,12胜14负,105:103
163,100,14胜14负,19胜6负,104:92
100,51,19胜8负,5胜25负,102:91
44,100,10胜17负,20胜8负,88:101
100,184,21胜8负,21胜8负,104:103
100,121,22胜9负,16胜17负,102:109
100,205,22胜10负,20胜14负,92:101
100,198,22胜11负,17胜16负,92:85
4,100,25胜11负,24胜11负,86:102
100,72,25胜11负,28胜8负,89:120
37,100,16胜23负,27胜12负,102:80
100,37,27胜13负,17胜23负,99:90
121,100,21胜20负,29胜13负,105:103
100,107,29胜15负,18胜25负,117:115
100,156,30胜15负,12胜33负,98:92
100,163,31胜15负,26胜20负,98:106
65,100,32胜15负,31胜16负,120:116
100,72,31胜18负,40胜9负,96:105
37,100,21胜28负,31胜20负,77:114
93,100,16胜38负,32胜20负,80:96
100,18,33胜22负,22胜33负,89:106
142,100,43胜10负,33胜23负,114:107
100,58,33胜25负,12胜45负,81:89
100,4,34胜26负,37胜23负,92:97
100,32,35胜27负,32胜29负,85:91
191,100,45胜19负,36胜28负,87:107
170,100,22胜42负,37胜28负,97:113
128,100,44胜20负,38胜28负,97:105
100,135,39胜28负,30胜36负,88:84
100,170,40胜29负,23胜45负,86:109
184,100,49胜23负,41胜32负,99:91
58,100,18胜57负,41胜33负,93:106
100,191,43胜33负,52胜24负,92:83
100,58,44胜33负,18胜60负,119:90
100,37,45胜33负,36胜42负,80:117
72,100,60胜19负,45胜34负,99:108
100,25,46胜34负,37胜43负,95:99
65,100,0胜3负,3胜0负,94:125
100,72,0胜0负,0胜0负,104:98
100,72,1胜0负,0胜1负,90:106
72,100,1胜1负,1胜1负,101:103
72,100,1胜2负,2胜1负,106:101
101,94,0胜0负,0胜0负,88:87
101,33,1胜0负,0胜1负,118:113
206,101,3胜1负,2胜1负,99:102
101,73,3胜2负,6胜1负,99:114
122,101,4胜3负,3胜3负,125:101
94,101,5胜5负,3胜4负,99:108
26,101,8胜5负,6胜4负,123:106
101,45,6胜6负,8胜7负,78:111
66,101,10胜6负,6胜7负,84:82
164,101,8胜11负,7胜9负,106:109
178,101,11胜9负,8胜9负,116:104
101,87,8胜10负,12胜6负,114:103
185,101,10胜12负,9胜10负,109:103
101,199,9胜11负,5胜16负,105:107
101,178,9胜12负,13胜10负,114:111
171,101,11胜16负,11胜14负,99:113
192,101,16胜14负,12胜14负,91:100
101,38,13胜14负,8胜21负,111:96
150,101,18胜13负,14胜14负,108:91
101,66,14胜15负,19胜13负,91:94
94,101,19胜13负,14胜16负,91:103
87,101,19胜13负,15胜16负,97:75
66,101,22胜15负,15胜18负,97:88
101,94,15胜19负,20胜17负,105:99
45,101,21胜19负,19胜19负,119:117
129,101,18胜25负,19胜20负,108:98
101,66,20胜22负,29胜15负,89:106
108,101,17胜29负,20胜23负,117:113
101,185,20胜24负,25胜24负,123:122
59,101,7胜42负,21胜26负,94:106
19,101,27胜27负,24胜28负,86:98
101,87,25胜28负,30胜24负,94:114
199,101,22胜33负,25胜29负,89:109
101,5,26胜29负,29胜26负,104:109
12,101,41胜16负,27胜30负,99:113
26,101,32胜30负,30胜31负,100:99
101,129,30胜32负,33胜31负,109:116
101,136,30胜33负,29胜35负,93:114
101,108,30胜34负,27胜38负,100:116
19,101,34胜32负,30胜35负,81:124
73,101,41胜30负,35胜35负,122:101
115,101,23胜48负,35胜36负,132:129
101,157,35胜37负,15胜57负,101:88
101,171,36胜38负,29胜45负,111:120
101,164,36胜39负,20胜55负,106:99
38,101,21胜56负,37胜40负,103:121
101,38,39胜41负,21胜59负,120:111
102,193,0胜1负,1胜1负,103:112
74,102,3胜1负,0胜3负,92:95
102,95,1胜3负,2胜3负,86:88
186,102,3胜3负,1胜4负,114:106
46,102,3胜3负,1胜5负,93:118
102,6,2胜6负,5胜4负,95:106
102,60,2胜7负,1胜9负,102:109
53,102,5胜6负,2胜8负,112:119
88,102,3胜8负,3胜8负,114:111
165,102,4胜10负,3胜9负,101:106
102,95,4胜9负,6胜9负,94:91
207,102,13胜3负,5胜9负,112:100
102,123,6胜10负,11胜8负,115:126
102,39,6胜12负,5胜14负,118:113
109,102,8胜14负,7胜13负,85:92
34,102,11胜10负,8胜13负,105:110
102,88,9胜13负,7胜17负,101:112
20,102,14胜13负,10胜14负,108:122
151,102,20胜7负,11胜14负,110:117
102,6,12胜15负,14胜13负,107:97
102,34,13胜15负,13胜14负,96:123
34,102,14胜14负,13胜16负,102:107
27,102,15胜17负,14胜16负,105:111
39,102,8胜23负,15胜16负,95:118
102,186,16胜16负,26胜9负,91:101
102,179,16胜17负,10胜24负,105:113
116,102,11胜24负,16胜18负,105:112
102,34,17胜18负,18胜17负,107:101
60,102,12胜25负,19胜19负,93:109
130,102,18胜24负,20胜19负,101:120
193,102,25胜18负,21胜19负,101:104
46,102,26胜17负,24胜20负,108:123
102,74,25胜20负,27胜19负,112:86
102,200,26胜20负,19胜28负,107:94
200,102,19胜31负,29胜20负,91:105
102,39,30胜21负,9胜43负,114:110
27,102,29胜23负,31胜21负,107:112
102,27,33胜21负,29胜27负,111:98
102,60,34胜21负,21胜35负,112:120
137,102,36胜22负,34胜22负,102:92
144,102,50胜9负,34胜23负,108:112
102,67,35胜23负,36胜24负,105:96
95,102,23胜39负,36胜24负,114:115
102,165,37胜24负,21胜42负,131:127
102,130,40胜24负,28胜35负,125:124
102,116,41胜24负,27胜38负,104:119
179,102,28胜38负,41胜25负,112:107
6,102,32胜36负,41胜26负,107:112
74,102,37胜33负,42胜28负,100:104
39,102,15胜56负,43胜28负,108:129
102,13,44胜28负,47胜24负,127:115
102,158,45胜28负,21胜52负,119:108
102,137,46胜29负,46胜29负,88:95
88,102,38胜41负,48胜31负,106:103
102,20,48胜32负,37胜43负,105:101
74,102,0胜0负,0胜0负,107:114
74,102,0胜1负,1胜0负,101:109
102,74,2胜0负,0胜2负,98:116
102,74,2胜1负,1胜2负,101:111
102,46,0胜0负,0胜0负,111:123
46,102,3胜2负,2胜3负,91:92
40,7,1胜0负,0胜0负,87:95
7,61,1胜0负,0胜1负,81:101
68,7,3胜0负,1胜2负,100:88
7,96,2胜3负,1胜3负,107:102
21,7,3胜4负,4胜4负,99:85
54,7,2胜8负,4胜5负,93:101
7,194,5胜5负,9胜1负,101:108
7,21,5胜7负,6胜6负,89:100
28,7,5胜8负,5胜8负,81:83
40,7,12胜4负,7胜9负,106:87
82,7,11胜8负,7胜10负,118:90
7,110,7胜11负,4胜15负,95:129
7,14,7胜12负,6胜14负,92:102
7,54,7胜13负,6胜14负,97:117
0,7,11胜8负,7胜14负,88:83
7,180,7胜15负,8胜14负,95:110
7,21,7胜18负,11胜13负,99:108
47,7,16胜11负,7胜19负,102:109
131,7,19胜9负,8胜19负,101:90
89,7,19胜12负,8胜22负,110:95
7,0,8胜24负,21胜10负,91:100
61,7,11胜23负,8胜26负,120:105
7,138,8胜27负,14胜21负,98:116
7,152,8胜29负,27胜11负,57:112
7,131,8胜30负,26胜13负,99:121
7,103,8胜31负,22胜16负,99:127
28,7,15胜24负,8胜33负,102:88
7,40,8胜36负,33胜10负,95:112
7,89,8胜38负,30胜17负,87:103
21,7,18胜27负,8胜40负,117:112
124,7,26胜24负,8胜42负,111:105
14,7,19胜33负,8胜44负,103:94
145,7,20胜32负,8胜45负,119:126
180,7,27胜31负,10胜46负,124:119
47,7,29胜26负,10胜47负,109:115
54,7,29胜29负,11胜47负,95:91
201,7,49胜11负,11胜48负,109:99
7,47,11胜49负,31胜28负,119:115
138,7,27胜35负,12胜50负,95:85
7,28,12胜51负,24胜38负,90:110
7,166,12胜53负,16胜49负,97:93
89,7,44胜26负,13胜55负,97:86
82,7,51胜22负,14胜58负,90:102
7,96,15胜59负,18胜56负,107:115
7,47,15胜60负,37胜38负,107:123
7,61,16胜61负,21胜56负,104:96
0,7,58胜20负,17胜61负,93:82
7,28,17胜62负,32胜47负,101:108
96,7,23胜58负,18胜63负,93:100
8,111,3胜3负,2胜4负,98:87
8,125,4胜3负,5胜2负,78:98
8,132,4胜4负,5胜3负,105:113
8,153,5胜5负,8胜4负,92:97
1,8,13胜3负,6胜7负,114:75
8,69,6胜8负,11胜5负,94:121
8,83,6胜9负,11胜5负,85:92
48,8,7胜10负,6胜10负,81:91
8,41,7胜11负,9胜9负,88:87
41,8,9胜10负,8胜11负,93:90
8,90,8胜12负,13胜9负,94:102
174,8,14胜10负,8胜13负,88:91
8,83,9胜13负,18胜6负,91:107
29,8,11胜14负,10胜14负,113:112
55,8,18胜9负,10胜15负,99:84
22,8,17胜11负,10胜16负,87:98
167,8,10胜20负,11胜17负,92:93
15,8,11胜22负,12胜17负,100:101
195,8,7胜25负,13胜17负,89:84
8,48,13胜19负,17胜18负,103:120
1,8,29胜8负,13胜20负,112:91
132,8,17胜19负,13胜22负,109:100
8,118,14胜23负,31胜8负,96:90
181,8,22胜19负,15胜23负,107:118
62,8,13胜28负,16胜23负,96:88
69,8,25胜19负,16胜25负,103:87
8,69,17胜26负,26胜20负,102:103
8,90,17胜27负,30胜18负,80:93
160,8,24胜24负,17胜28负,108:83
8,55,17胜29负,27胜22负,85:103
15,8,17胜32负,17胜30负,87:75
29,8,23胜27负,17胜31负,121:84
8,29,17胜34负,25胜28负,98:107
22,8,35胜22负,19胜36负,104:98
8,22,19胜37负,36胜22负,83:102
90,8,34胜25负,20胜38负,100:84
8,15,20胜39负,22胜38负,77:116
55,8,31胜30负,20胜40负,103:87
48,8,33胜29负,20胜41负,90:98
8,202,21胜41负,46胜16负,98:114
8,188,21胜42负,39胜25负,101:109
8,1,21胜44负,49胜16负,75:107
9,30,1胜1负,1胜0负,102:105
9,147,1胜2负,2胜1负,108:101
9,140,2胜2负,2胜2负,96:106
9,161,2胜3负,2胜3负,105:107
9,119,2胜4负,4胜2负,91:106
9,35,2胜5负,3胜2负,101:114
9,91,3胜8负,4胜7负,104:108
9,84,3胜9负,9胜3负,108:110
161,9,6胜8负,3胜11负,91:78
126,9,6胜10负,4胜12负,118:117
9,16,4胜13负,5胜13负,79:89
9,112,4胜15负,8胜9负,73:91
16,9,6胜15负,4胜16负,104:97
154,9,9胜12负,4胜17负,94:100
9,23,5胜17负,10胜11负,81:96
30,9,11胜9负,5胜18负,90:86
9,49,5胜19负,17胜5负,102:103
63,9,6胜19负,5胜20负,113:99
23,9,14胜12负,5胜22负,99:89
9,30,5胜23负,14胜11负,94:82
70,9,17胜9负,7胜23负,102:94
9,35,7胜24负,15胜14负,100:103
182,9,19胜14负,8胜26负,112:104
9,2,8胜27负,18胜13负,92:118
9,105,9胜28负,21胜16负,91:98
9,154,9胜29负,15胜21负,93:113
9,126,9胜31负,20胜18负,93:88
9,133,10胜31负,21胜19负,98:109
42,9,20胜20负,10胜32负,90:95
9,63,12胜32负,16胜27负,99:98
140,9,27胜17负,13胜32负,108:95
9,16,13胜33负,17胜29负,99:117
91,9,14胜35负,15胜34负,108:119
105,9,32胜18负,16胜34负,111:103
112,9,18胜30负,16胜35负,100:92
203,9,41胜12负,16胜36负,96:95
196,9,19胜35负,16胜37负,100:105
9,84,18胜37负,39胜14负,105:109
9,2,18胜38负,32胜24负,101:98
98,9,20胜41负,21胜42负,90:95
9,175,22胜42负,30胜34负,86:96
9,203,22胜43负,50胜16负,113:119
23,9,40胜26负,22胜44负,111:90
9,182,22胜46负,37胜31负,78:116
42,9,36胜34负,22胜47负,93:92
9,196,22胜49负,25胜48负,92:112
9,70,22胜50负,41胜33负,94:102
16,9,26胜52负,24胜53负,111:104
49,9,51胜27负,24胜54负,101:91
9,56,24胜55负,32胜47负,77:91
36,10,0胜0负,0胜0负,94:98
10,24,1胜1负,2胜0负,74:89
113,10,3胜0负,1胜2负,92:93
10,31,2胜2负,1胜2负,104:109
10,113,3胜5负,5胜3负,95:124
10,99,3胜7负,2胜6负,103:96
10,197,4胜8负,5胜6负,100:104
10,204,4胜9负,11胜1负,96:126
10,43,4胜11负,6胜11负,86:103
3,10,7胜7负,4胜12负,93:97
148,10,13胜7负,6胜13负,82:88
10,85,9胜13负,16胜6负,107:114
31,10,5胜20负,9胜15负,111:114
17,10,13胜16负,10胜16负,115:92
71,10,15胜13负,10胜17负,127:125
10,43,10胜18负,12胜17负,100:103
141,10,18胜13负,10胜19负,108:104
92,10,10胜21负,10胜21负,81:87
10,36,11胜21负,11胜21负,82:89
24,10,26胜6负,11胜22负,82:78
57,10,12胜22负,11胜23负,93:111
10,134,12胜23负,12胜25负,113:102
10,169,13胜23负,12胜22负,80:124
10,155,13胜24负,14胜23负,120:118
10,106,14胜25负,20胜18负,117:109
176,10,24胜18负,15胜25负,102:97
31,10,8胜33负,15胜27负,78:93
162,10,24胜18负,16胜27负,99:90
197,10,18胜25负,16胜28负,100:89
155,10,16胜32负,16胜32负,119:108
10,99,16胜33负,24胜24负,115:113
190,10,27胜22负,17胜33负,83:91
10,17,19胜33负,22胜29负,93:89
10,57,20胜33负,15胜39负,114:85
92,10,16胜39负,21胜33负,93:101
10,64,22胜33负,29胜25负,91:98
99,10,27胜28负,22胜34负,96:83
64,10,31胜25负,22胜35负,99:93
10,120,22胜36负,43胜14负,114:104
10,190,24胜36负,32胜25负,96:110
204,10,43胜16负,24胜37负,122:101
50,10,23胜40负,24胜39负,107:97
10,162,24胜40负,36胜27负,110:101
10,148,26胜40负,47胜20负,80:102
10,50,26胜44负,29胜40负,106:100
64,10,39胜30负,27胜44负,100:102
10,36,29胜44负,37胜33负,97:108
24,10,52胜21负,29胜45负,76:90
10,92,30胜45负,21胜53负,119:98
10,71,31胜45负,32胜42负,98:117
17,10,29胜49负,31胜47负,100:122
10,31,32胜47负,14胜64负,116:119
43,10,24胜55负,32胜48负,111:99
36,10,44胜37负,32胜49负,85:114
51,11,0胜1负,0胜0负,95:90
72,11,5胜3负,4胜3负,94:127
107,11,2胜7负,5胜3负,106:97
11,100,5胜5负,7胜3负,78:91
65,11,10胜2负,5胜6负,110:93
93,11,6胜9负,5胜7负,74:106
100,11,9胜4负,6胜7负,87:113
11,51,9胜7负,4胜15负,90:87
65,11,16胜5负,12胜7负,101:105
11,121,13胜7负,8胜13负,94:103
11,198,13胜8负,10胜11负,114:119
